location,count,xLocation,yLocation,norm_count
POINT (-468.34053784704383 4186.408745290582),868,-468.34053784704383,4186.408745290582,1.0
POINT (21.75570206567331 1659.4249457825504),852,21.75570206567331,1659.4249457825504,0.9815455594002307
POINT (-659.2426147121397 4441.316721383514),783,-659.2426147121397,4441.316721383514,0.9019607843137255
POINT (-352.50884896803706 5294.04368135506),769,-352.50884896803706,5294.04368135506,0.8858131487889274
POINT (-56.31352508268587 4740.277986216306),645,-56.31352508268587,4740.277986216306,0.7427912341407151
POINT (554.3742530220767 4476.436116406113),643,554.3742530220767,4476.436116406113,0.740484429065744
POINT (361.8254056349728 4702.987428661796),642,361.8254056349728,4702.987428661796,0.7393310265282583
POINT (-397.09115213460416 1661.086640136248),635,-397.09115213460416,1661.086640136248,0.7312572087658593
POINT (-690.2127774900986 5386.750790644787),623,-690.2127774900986,5386.750790644787,0.7174163783160323
POINT (-879.6508261724598 5658.319836675627),611,-879.6508261724598,5658.319836675627,0.7035755478662054
POINT (-1962.8376431459897 3017.7310863016846),611,-1962.8376431459897,3017.7310863016846,0.7035755478662054
POINT (-887.1720285777634 4641.882721556699),593,-887.1720285777634,4641.882721556699,0.6828143021914648
POINT (-862.7776183227625 5480.509745060236),584,-862.7776183227625,5480.509745060236,0.6724336793540946
POINT (-862.4203644981228 5060.750706290245),584,-862.4203644981228,5060.750706290245,0.6724336793540946
POINT (-1165.4396742532404 5802.140280316832),542,-1165.4396742532404,5802.140280316832,0.6239907727797002
POINT (-49.330318444446 3986.322344996892),540,-49.330318444446,3986.322344996892,0.621683967704729
POINT (-1585.2080359726933 5801.3023543844265),525,-1585.2080359726933,5801.3023543844265,0.6043829296424452
POINT (401.00364888735993 4632.191656083583),507,401.00364888735993,4632.191656083583,0.5836216839677048
POINT (-986.817947566211 5800.428775243561),478,-986.817947566211,5800.428775243561,0.5501730103806228
POINT (-485.3628417410773 4408.495089625616),468,-485.3628417410773,4408.495089625616,0.538638985005767
POINT (-957.8399334071364 3676.695910802657),458,-957.8399334071364,3676.695910802657,0.5271049596309112
POINT (-811.824901059456 1602.2205955346656),457,-811.824901059456,1602.2205955346656,0.5259515570934256
POINT (-1288.973858577208 3711.692127221675),443,-1288.973858577208,3711.692127221675,0.5098039215686274
POINT (-452.16093775275687 3989.9925773844875),430,-452.16093775275687,3989.9925773844875,0.49480968858131485
POINT (-1406.699880965383 5800.326887334224),429,-1406.699880965383,5800.326887334224,0.4936562860438293
POINT (-2003.493736172495 5827.4979723630695),428,-2003.493736172495,5827.4979723630695,0.4925028835063437
POINT (-2422.1170133244377 5851.209747752188),424,-2422.1170133244377,5851.209747752188,0.48788927335640137
POINT (-2841.796171433214 5863.950167970535),424,-2841.796171433214,5863.950167970535,0.48788927335640137
POINT (-1963.6936887840238 2638.832333563137),424,-1963.6936887840238,2638.832333563137,0.48788927335640137
POINT (-133.37526873220492 4111.11260730294),417,-133.37526873220492,4111.11260730294,0.4798154555940023
POINT (188.61397305386186 4195.410110193234),417,188.61397305386186,4195.410110193234,0.4798154555940023
POINT (-1291.672228039491 3765.25407998194),407,-1291.672228039491,3765.25407998194,0.4682814302191465
POINT (349.0352898431787 4478.16622847438),403,349.0352898431787,4478.16622847438,0.46366782006920415
POINT (-3993.4642271606363 6595.690478769158),392,-3993.4642271606363,6595.690478769158,0.45098039215686275
POINT (53.71315310962717 4727.81027677455),391,53.71315310962717,4727.81027677455,0.44982698961937717
POINT (-1825.0259033780803 5822.75013071491),390,-1825.0259033780803,5822.75013071491,0.4486735870818916
POINT (-870.7563568970724 5575.685938302714),389,-870.7563568970724,5575.685938302714,0.447520184544406
POINT (-2244.8206277789714 5829.658485878773),387,-2244.8206277789714,5829.658485878773,0.44521337946943484
POINT (-2663.17882970922 5861.574711924999),386,-2663.17882970922,5861.574711924999,0.44405997693194926
POINT (1769.403996939719 4069.050012911854),351,1769.403996939719,4069.050012911854,0.40369088811995385
POINT (-1544.7384346356246 2662.7638336308696),350,-1544.7384346356246,2662.7638336308696,0.40253748558246827
POINT (-4010.448171626687 5145.85654860726),343,-4010.448171626687,5145.85654860726,0.3944636678200692
POINT (-1935.3150909165438 3673.049436437234),326,-1935.3150909165438,3673.049436437234,0.3748558246828143
POINT (-3105.976029630407 6248.2598028299335),326,-3105.976029630407,6248.2598028299335,0.3748558246828143
POINT (-3494.9691199786844 6593.7502613957295),322,-3494.9691199786844,6593.7502613957295,0.370242214532872
POINT (533.243532438734 1067.052320700562),321,533.243532438734,1067.052320700562,0.3690888119953864
POINT (1670.3113113783324 4060.9271766049796),320,1670.3113113783324,4060.9271766049796,0.3679354094579008
POINT (-3761.2580878246877 6340.380830873932),314,-3761.2580878246877,6340.380830873932,0.36101499423298733
POINT (-230.4186780140786 4884.415495659691),307,-230.4186780140786,4884.415495659691,0.35294117647058826
POINT (620.3108823479811 4079.478052167119),303,620.3108823479811,4079.478052167119,0.34832756632064593
POINT (-1969.2007859372088 3254.780799960871),297,-1969.2007859372088,3254.780799960871,0.3414071510957324
POINT (-3348.3041157358853 7377.287945242523),296,-3348.3041157358853,7377.287945242523,0.3402537485582468
POINT (-3754.619680138808 5982.480376595213),290,-3754.619680138808,5982.480376595213,0.3333333333333333
